fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,changeset_id,venta_frutas,venta_verduras,superficie_bodega,num_personas,hora_apertura_semana,hora_cierre_semana,abre_fin_de_semana,horario_atencion_igual,hora_apertura_fin_de_semana,hora_cierre_fin_de_semana,num_entregas_general,num_recojos_general,num_lugares,num_entregas_fv,num_recojos_fv,lugar_principal,vehiculo_recojo,vehiculo_recojo_other,num_viajes_lugar_principal,cant_carga,cant_sku,cadena_frio,cant_merma,motivo_si_oferta,motivo_si_oferta_other,motivo_no_oferta,motivo_no_oferta_other,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
af7f8153-7e90-479b-81ff-785215209a12,2019-06-15 16:12:06 UTC,2019-06-15 16:14:41 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:14:44 UTC,2019-06-15 16:14:44 UTC,1,create,,,,-12.0750633735524,-77.0875450361366,POINT (-77.0875450361366 -12.0750633735524),772f7577-792a-4d6e-a9b6-9183905f7e7c,0,0,,2,08:00,22:00,yes,yes,08:00,22:00,35,0,,,,,,,,,,,,,,Las FyVs se malogran,,73.8755313422486,13.799755346217,8.18557377043606,0.247495397925377,273.461561769251
af7f8153-7e90-479b-81ff-785215209a12,2019-06-15 16:12:06 UTC,2019-06-15 16:15:20 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:14:44 UTC,2019-06-15 16:15:22 UTC,2,update,,,,-12.0751135512893,-77.0874096080661,POINT (-77.0874096080661 -12.0751135512893),917f5eef-b851-41c3-961f-400b45aed542,0,0,,2,08:00,22:00,yes,yes,08:00,22:00,35,0,,,,,,,,,,,,,,Las FyVs se malogran,,,,,,
af7f8153-7e90-479b-81ff-785215209a12,2019-06-15 16:12:06 UTC,2019-06-15 16:17:06 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:14:44 UTC,2019-06-15 16:17:08 UTC,3,update,,,,-12.0751135512893,-77.0874096080661,POINT (-77.0874096080661 -12.0751135512893),9796d61f-eee5-4f96-bcd8-92a7129c2d60,0,0,,2,08:00,22:00,yes,yes,08:00,22:00,35,0,,,,,,,,,,,,,,Las FyVs se malogran,,,,,,
64658611-dc96-4866-8911-75ddb4e039d8,2019-06-15 15:30:41 UTC,2019-06-15 16:13:57 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:17:28 UTC,2019-06-15 16:17:28 UTC,1,create,,,,-12.0761349297116,-77.0831563994462,POINT (-77.0831563994462 -12.0761349297116),9034bc4b-79bb-4070-99a9-f1f3b876b3a5,0,0,,1,08:00,22:30,yes,no,08:30,22:30,10,0,,,,,,,,,,,,,,Las FyVs se malogran,,77.0478134155273,65.0,10.0,-1.0,-1.0
0ba15fbb-0e63-4362-9c89-080a5603818b,2019-06-15 16:14:58 UTC,2019-06-15 16:17:11 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:17:28 UTC,2019-06-15 16:17:28 UTC,1,create,,,,-12.0751073219897,-77.0875205844641,POINT (-77.0875205844641 -12.0751073219897),9034bc4b-79bb-4070-99a9-f1f3b876b3a5,0,0,,2,08:00,22:30,yes,no,08:30,22:30,10,0,,,,,,,,,,,,,,Las FyVs se malogran,,,,,,
020a2efb-a62b-43da-a393-8502ff86208d,2019-06-15 16:18:04 UTC,2019-06-15 16:19:00 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:19:02 UTC,2019-06-15 16:19:02 UTC,1,create,,,,-12.0749576982151,-77.087570933103,POINT (-77.087570933103 -12.0749576982151),78a254ac-e4fe-44b6-9356-41da9a0e2dd4,0,0,,2,09:18,22:00,yes,yes,,,21,0,,,,,,,,,,,,,,Las FyVs se malogran,,73.2721743865335,33.7969175346428,6.68791429199394,1.20720446109772,296.448156418764
020a2efb-a62b-43da-a393-8502ff86208d,2019-06-15 16:18:04 UTC,2019-06-15 16:19:12 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:19:02 UTC,2019-06-15 16:19:14 UTC,2,update,,,,-12.0749576982151,-77.087570933103,POINT (-77.087570933103 -12.0749576982151),5f337e75-dc63-4bce-952d-2ffb04e2a5e6,0,0,,2,09:18,22:00,yes,yes,,,21,0,,,,,,,,,,,,,,Las FyVs se malogran,,73.2721743865335,33.7969175346428,6.68791429199394,1.20720446109772,296.448156418764
020a2efb-a62b-43da-a393-8502ff86208d,2019-06-15 16:18:04 UTC,2019-06-15 16:19:32 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:19:02 UTC,2019-06-15 16:19:34 UTC,3,update,,,,-12.0750148660517,-77.0874947682023,POINT (-77.0874947682023 -12.0750148660517),bb88cebf-6b49-4072-a9fd-401d6e529efe,0,0,,2,09:18,22:00,yes,yes,,,21,0,,,,,,,,,,,,,,Las FyVs se malogran,,,,,,
ca152894-9d40-4d2e-8605-25b9d01ae63a,2019-06-15 16:21:11 UTC,2019-06-15 16:22:19 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:22:22 UTC,2019-06-15 16:22:22 UTC,1,create,,,,-12.0742759253268,-77.087381297604,POINT (-77.087381297604 -12.0742759253268),0aa3ff88-a50f-41c3-ac0f-867374dc5342,0,0,,2,06:30,19:30,yes,yes,,,2,1,,,,,,,,,,,,,,Las FyVs se malogran,,71.0923843383789,65.0,10.0,-1.0,-1.0
6afc840e-c321-454e-b88a-1f823d6f5ee8,2019-06-15 16:23:34 UTC,2019-06-15 16:24:26 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:24:28 UTC,2019-06-15 16:24:28 UTC,1,create,,,,-12.0740561331032,-77.0870886423751,POINT (-77.0870886423751 -12.0740561331032),0343d8a5-e02e-4715-8f05-68b31ba15a4d,0,0,,2,06:30,19:30,yes,yes,,,2,1,,,,,,,,,,,,,,,Espacio,74.04912218563,9.19801804622526,7.61524070538099,0.136738583445549,68.905831780501
ac89bc3a-97a7-41a5-bb06-38edb077fbd2,2019-06-15 16:23:01 UTC,2019-06-15 16:25:28 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:25:35 UTC,2019-06-15 16:25:35 UTC,1,create,,,,-12.0740270280984,-77.0870957896113,POINT (-77.0870957896113 -12.0740270280984),cecc28c2-0825-42d0-bac4-2e7f4158b8a7,0,0,,2,09:00,18:30,yes,yes,,,,,,,,,,,,,,,,,,Las FyVs se malogran,,,,,,
78a09975-39e2-4978-a405-032668aa1f20,2019-06-15 16:26:32 UTC,2019-06-15 16:31:15 UTC,k.aspillagav@alum.up.edu.pe,k.aspillagav@alum.up.edu.pe,2019-06-15 16:31:26 UTC,2019-06-15 16:31:26 UTC,1,create,,,,-12.073857196978,-77.0868996530771,POINT (-77.0868996530771 -12.073857196978),9cf78a56-97f2-4798-a5e5-4347974aedfe,0,0,,3,08:00,19:00,yes,,,,,,,,,,,,,,,,,,,,Antes si,,,,,
