fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,venta_frutas,venta_verduras,superficie_bodega,num_personas,hora_apertura_semana,hora_cierre_semana,abre_fin_de_semana,horario_atencion_igual,hora_apertura_fin_de_semana,hora_cierre_fin_de_semana,num_entregas_general,num_recojos_general,num_lugares,num_entregas_fv,num_recojos_fv,lugar_principal,vehiculo_recojo,vehiculo_recojo_other,num_viajes_lugar_principal,cant_carga,cant_sku,cadena_frio,cant_merma,motivo_si_oferta,motivo_si_oferta_other,motivo_no_oferta,motivo_no_oferta_other,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
92e174fe-158e-44cd-ba1c-ed1d71831465,2019-06-21 00:33:01 UTC,2019-06-21 00:35:03 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:50 UTC,2019-06-21 01:16:50 UTC,1,,,,-12.133531114245,-76.9830817356706,POINT (-76.9830817356706 -12.133531114245),0,0,5x6,2,08:00,22:30,yes,yes,08:00,22:30,2,1,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,,,,,,
074d9066-c75a-41a0-9512-c89e280a2e62,2019-06-21 00:49:14 UTC,2019-06-21 00:51:01 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:50 UTC,2019-06-21 01:16:50 UTC,1,,,,-12.1434772727521,-76.9833593443036,POINT (-76.9833593443036 -12.1434772727521),0,0,5x7,2,08:00,22:30,yes,yes,08:00,22:30,2,1,,,,,,,,,,,,,,Los clientes no piden FyVs,,,,,,
21b001a6-07d0-47b7-8734-55b55ea2c48b,2019-06-21 00:51:09 UTC,2019-06-21 00:54:26 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:51 UTC,2019-06-21 01:16:51 UTC,1,,,,-12.1119845296894,-76.9700435176492,POINT (-76.9700435176492 -12.1119845296894),1,1,8x9,3,07:00,22:30,yes,yes,07:00,22:30,4,5,1,0,5,Mercado de frutas,Carro particular,,5,50,35,1,0.5,Los clientes piden FyVs,,,,,,,,
4144b314-e8b1-45d4-afd6-dfb6c2115f59,2019-06-21 00:54:49 UTC,2019-06-21 00:58:41 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:51 UTC,2019-06-21 01:16:51 UTC,1,,,,-12.1106185308037,-76.9710832089186,POINT (-76.9710832089186 -12.1106185308037),1,1,7x9,3,07:30,22:00,yes,yes,07:30,22:00,3,4,1,0,4,Mercado de frutas,Taxi,,4,50,27,0,2,Los clientes piden FyVs,,,,,,,,
d480d79e-92ce-4f57-94db-16048f8887be,2019-06-21 00:59:08 UTC,2019-06-21 01:01:14 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:52 UTC,2019-06-21 01:16:52 UTC,1,,,,-12.1256759302358,-76.9830106571317,POINT (-76.9830106571317 -12.1256759302358),1,1,9x9,3,08:00,22:00,yes,yes,08:00,22:00,4,4,1,0,4,Mercado de frutas,Carro particular,,4,50,31,1,1,Los clientes piden FyVs,,,,,,,,
e9cd983e-b13e-458f-8d01-ccfa3cc2de0a,2019-06-21 01:01:44 UTC,2019-06-21 01:03:38 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:53 UTC,2019-06-21 01:16:53 UTC,1,,,,-12.1255058041359,-76.9832272455096,POINT (-76.9832272455096 -12.1255058041359),1,1,8x9,3,08:00,22:00,yes,yes,08:00,22:00,5,3,1,0,3,Mercado de frutas,Carro particular,,3,60,32,1,2,Los clientes piden FyVs,,,,,,,,
bdbc6052-af02-4a18-8935-881829438a87,2019-06-21 01:03:55 UTC,2019-06-21 01:06:18 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:53 UTC,2019-06-21 01:16:53 UTC,1,,,,-12.1213929152828,-76.9882909208536,POINT (-76.9882909208536 -12.1213929152828),1,1,7x8,3,08:00,23:00,yes,yes,08:00,23:00,3,4,1,0,4,Mercado de frutas,Taxi,,4,50,25,0,1,Los clientes piden FyVs,,,,,,,,
02938479-1217-4585-9fdd-de9f22b4bb75,2019-06-21 01:06:31 UTC,2019-06-21 01:08:07 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:54 UTC,2019-06-21 01:16:54 UTC,1,,,,-12.1209530058268,-76.9881172478199,POINT (-76.9881172478199 -12.1209530058268),1,1,6x7,2,08:00,23:00,yes,yes,08:00,23:00,3,3,1,0,3,Mercado de frutas,Taxi,,3,40,20,0,3,Los clientes piden FyVs,,,,,,,,
21f3709f-c8af-4be2-b88c-d11f2bd08c17,2019-06-21 01:08:38 UTC,2019-06-21 01:12:00 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:55 UTC,2019-06-21 01:16:55 UTC,1,,,,-12.1143329693202,-76.9734298065305,POINT (-76.9734298065305 -12.1143329693202),1,1,9x8,8,07:00,23:00,yes,yes,07:00,23:00,5,3,1,0,3,Mercado de frutas,Taxi,,3,100,30,1,4,Los clientes piden FyVs,,,,,,,,
8cef1b1f-8b2b-4583-b4b8-fdd51a69dbbc,2019-06-21 01:12:10 UTC,2019-06-21 01:14:29 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:55 UTC,2019-06-21 01:16:55 UTC,1,,,,-12.1137379938971,-76.973314806819,POINT (-76.973314806819 -12.1137379938971),1,1,9x5,2,06:00,21:00,yes,yes,06:00,21:00,9,7,1,0,3,Mercado de frutas,Taxi,,3,30,30,1,2,Los clientes piden FyVs,,,,,,,,
4459e429-fef3-49af-b62c-b8e7b53fe90e,2019-06-21 01:14:38 UTC,2019-06-21 01:16:41 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:16:56 UTC,2019-06-21 01:16:56 UTC,1,,,,-12.1383918113302,-76.9832772016525,POINT (-76.9832772016525 -12.1383918113302),0,0,6x8,2,10:00,01:00,yes,yes,10:00,01:00,7,0,,,,,,,,,,,,,,Cercanía de otros locales que ofrecen FyVs,,,,,,
e497a9f6-c316-412c-979b-dbcccd55286c,2019-06-21 01:17:14 UTC,2019-06-21 01:19:03 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:34 UTC,2019-06-21 01:36:34 UTC,1,,,,-12.1383131440679,-76.9817838817835,POINT (-76.9817838817835 -12.1383131440679),1,1,8x9,5,08:00,22:00,yes,yes,08:00,22:00,4,4,1,0,4,Mercado Unicachi,Carro particular,,4,55,36,1,3,Los clientes piden FyVs,,,,,,,,
c7b2e929-f70d-49c8-b6dc-156223609365,2019-06-21 01:19:14 UTC,2019-06-21 01:21:24 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:34 UTC,2019-06-21 01:36:34 UTC,1,,,,-12.1105631301735,-76.9711402058601,POINT (-76.9711402058601 -12.1105631301735),1,1,6x7,2,07:00,22:00,yes,yes,07:00,22:00,12,7,1,0,7,Mercado de frutas,Taxi,,7,50,24,1,1,Los clientes piden FyVs,,,,,,,,
2a2be279-e1be-4965-9c83-1b7ec291110b,2019-06-21 01:21:26 UTC,2019-06-21 01:23:44 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:34 UTC,2019-06-21 01:36:34 UTC,1,,,,-12.1255661186037,-76.9837499409914,POINT (-76.9837499409914 -12.1255661186037),1,1,6x6,2,07:00,21:00,yes,yes,07:00,21:00,3,3,1,0,3,Mercado de frutas,Taxi,,3,35,20,1,2,No hay otros sitios cerca que ofrezcan FyVs,,,,,,,,
20853dd4-7695-4c6d-aef2-f23d62aaa5f5,2019-06-21 01:24:07 UTC,2019-06-21 01:26:25 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:35 UTC,2019-06-21 01:36:35 UTC,1,,,,-12.1214034049182,-76.9938280060887,POINT (-76.9938280060887 -12.1214034049182),1,1,9x9,8,08:00,23:00,yes,yes,08:00,23:00,7,7,1,0,7,Mercado de frutas,Carro particular,,7,80,35,1,3,Los clientes piden FyVs,,,,,,,,
abcdc210-368c-4cb8-837e-55e5e4bd0136,2019-06-21 01:26:42 UTC,2019-06-21 01:28:24 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:35 UTC,2019-06-21 01:36:35 UTC,1,,,,-12.139404650256,-76.989777199924,POINT (-76.989777199924 -12.139404650256),1,1,9x9,2,08:00,23:30,yes,yes,08:00,23:30,7,2,1,0,2,Mercado de frutas,Taxi,,2,70,25,1,0,Los clientes piden FyVs,,,,,,,,
38a24ea8-de0c-4240-996f-f6e40724f90a,2019-06-21 01:28:42 UTC,2019-06-21 01:30:57 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:36 UTC,2019-06-21 01:36:36 UTC,1,,,,-12.1395403507128,-76.9896363839507,POINT (-76.9896363839507 -12.1395403507128),1,1,8x9,2,06:00,00:00,yes,yes,06:00,00:00,2,2,2,0,2,Mercado de frutas,Carro particular,,2,55,20,1,0,Los clientes piden FyVs,,,,,,,,
6bd98856-c84b-49fa-b70b-a27649d9e344,2019-06-21 01:31:10 UTC,2019-06-21 01:32:56 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:36 UTC,2019-06-21 01:36:36 UTC,1,,,,-12.1392909109311,-76.9886023923755,POINT (-76.9886023923755 -12.1392909109311),1,1,7x6,3,08:30,22:30,yes,yes,08:30,22:30,6,2,1,0,2,Mercado Unicachi,Carro particular,,2,44,24,1,1,Los clientes piden FyVs,,,,,,,,
d25cd9ca-87c9-4c1f-aea8-eafa7096aef7,2019-06-21 01:33:05 UTC,2019-06-21 01:34:27 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:36 UTC,2019-06-21 01:36:36 UTC,1,,,,-12.1386428908533,-76.9883911684155,POINT (-76.9883911684155 -12.1386428908533),1,1,9x9,8,07:00,23:00,yes,yes,07:00,23:00,7,3,1,0,3,Mercado de frutas,Carro particular,,3,100,40,1,0,Los clientes piden FyVs,,,,,,,,
76061e6c-c9cf-4e63-a184-d1c4e4d19d2a,2019-06-21 01:34:35 UTC,2019-06-21 01:36:29 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 01:36:37 UTC,2019-06-21 01:36:37 UTC,1,,,,-12.1085942695447,-76.9713779166341,POINT (-76.9713779166341 -12.1085942695447),1,1,9x7,3,07:00,23:00,yes,yes,07:00,23:00,3,3,1,0,3,Mercado de frutas,Taxi,,3,50,32,1,1,Los clientes piden FyVs,,,,,,,,
472b1912-6578-47ce-acfb-3479f3b76fdd,2019-06-21 02:29:14 UTC,2019-06-21 02:33:34 UTC,da.garciag@alum.up.edu.pe,da.garciag@alum.up.edu.pe,2019-06-21 02:33:48 UTC,2019-06-21 02:33:48 UTC,1,,,,-12.13053743,-76.98732667,POINT (-76.98732667 -12.13053743),1,1,5x7,2,06:30,22:00,yes,yes,06:30,22:15,3,2,1,0,2,Mercado central,Carro particular,,2,20,29,0,2,Los clientes piden FyVs,,,,,,,,
